GeneID	HHCCZ	HHCCW	HHCCX	HHCCY	HHCGA	HHCGB	HHCGG	HHCGH	HHCGN	HHCGO	HHCGP	HHCGT	HHCGU	HHCGW	HHCGX	HHCGY	HHCGC	HHCGS
jgi.p|Neosp1|129686	37	23	10	29	45	95	21	60	35	46	41	37	27	65	78	24	14	9
jgi.p|Neosp1|129814	15	6	4	14	17	21	4	13	9	19	8	9	13	21	25	6	10	6
jgi.p|Neosp1|130042	4	96	31	67	45	99	33	128	51	59	82	70	138	94	92	61	11	14
jgi.p|Neosp1|13022	177	174	81	146	276	278	133	426	162	256	238	129	113	266	360	98	79	31
jgi.p|Neosp1|130256	10	13	5	13	29	48	4	25	16	32	11	18	17	27	42	7	3	11
jgi.p|Neosp1|130473	44	74	29	59	33	92	24	99	29	39	56	72	58	69	72	56	24	15
jgi.p|Neosp1|130740	156	797	637	1316	529	504	152	704	368	549	358	230	176	456	530	395	42	34
jgi.p|Neosp1|13078	51	204	146	298	190	262	66	265	113	177	169	79	103	218	244	122	15	13
jgi.p|Neosp1|130790	90	715	441	741	634	792	314	1065	388	659	567	363	666	726	747	592	52	51
jgi.p|Neosp1|13097	51	164	143	207	161	207	67	201	95	155	139	83	103	184	197	103	31	13
jgi.p|Neosp1|131148	12	57	21	65	39	61	30	88	43	58	49	24	69	72	56	35	3	0
jgi.p|Neosp1|131153	13	67	26	57	75	117	51	119	42	56	84	40	109	104	85	53	7	4
jgi.p|Neosp1|131337	2	7	0	0	0	3	9	48	29	40	42	15	82	30	19	13	3	7
jgi.p|Neosp1|131372	14	132	91	131	83	153	65	211	70	132	133	183	214	186	128	99	14	14
jgi.p|Neosp1|131545	12	5	7	13	17	23	8	20	8	8	24	10	9	17	30	7	13	6
jgi.p|Neosp1|131628	71	89	68	141	173	261	84	350	115	206	216	94	220	233	241	75	21	19
jgi.p|Neosp1|131716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|131982	434	821	494	989	1220	1021	461	1701	546	943	862	961	443	1069	1126	345	273	121
jgi.p|Neosp1|132002	1179	1478	1129	1776	3293	2951	1580	5599	1729	3148	3145	2273	1590	3516	4366	1083	808	434
jgi.p|Neosp1|13204	83	114	62	137	64	101	33	125	46	101	80	102	185	119	81	104	101	495
jgi.p|Neosp1|132044	0	12	1	4	0	4	20	23	22	59	35	9	66	66	26	12	1	1
jgi.p|Neosp1|132140	2	22	11	17	4	11	31	81	23	96	58	15	205	92	55	32	1	0
jgi.p|Neosp1|132180	408	910	618	979	1390	1538	734	2392	1004	1395	1282	771	806	1261	1544	610	125	59
jgi.p|Neosp1|132248	47	19	17	22	37	52	13	29	15	22	38	28	18	26	31	6	34	18
jgi.p|Neosp1|13230	86	204	95	171	190	296	57	213	72	130	122	101	107	151	200	129	67	27
jgi.p|Neosp1|132437	61	155	94	178	110	192	68	200	104	138	116	55	136	180	162	121	78	96
jgi.p|Neosp1|132443	7	28	18	36	16	31	15	25	20	29	23	5	24	14	18	21	6	9
jgi.p|Neosp1|132501	0	0	0	0	0	0	0	0	0	3	0	0	5	2	0	0	0	0
jgi.p|Neosp1|13255	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0
jgi.p|Neosp1|13262	270	226	136	195	413	540	186	588	211	418	408	257	299	413	458	171	281	120
jgi.p|Neosp1|132621	35	34	7	20	1	4	1	24	9	1	13	34	27	35	9	8	135	301
jgi.p|Neosp1|132757	1	1	0	3	4	2	2	13	2	7	4	16	15	7	6	0	6	2
jgi.p|Neosp1|132874	26	22	20	23	39	56	13	78	27	49	47	25	18	54	42	20	17	8
jgi.p|Neosp1|132956	0	6	0	4	1	1	3	8	7	8	3	2	23	13	10	0	0	3
jgi.p|Neosp1|133129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
jgi.p|Neosp1|133138	25	40	26	35	24	59	5	56	18	39	40	19	61	37	43	57	15	13
jgi.p|Neosp1|133448	73	64	47	66	114	129	40	116	60	98	74	45	67	96	100	64	54	23
jgi.p|Neosp1|133627	267	216	318	530	1047	1453	616	1788	684	1337	972	526	816	1149	1395	450	231	113
jgi.p|Neosp1|133720	1	4	0	2	1	6	4	31	13	36	16	17	48	29	14	9	0	0
jgi.p|Neosp1|133806	578	319	169	285	401	576	169	623	200	426	409	138	322	496	417	175	1850	1250
jgi.p|Neosp1|133946	413	3421	1521	2614	3016	1980	1879	6324	2358	3791	3257	3383	1528	2975	3530	1063	154	80
jgi.p|Neosp1|133982	598	441	183	340	221	217	104	389	146	237	232	217	364	308	313	103	4174	8468
jgi.p|Neosp1|134260	0	23	7	24	0	0	6	19	6	12	6	22	45	18	10	7	1	2
jgi.p|Neosp1|134311	33	15	18	18	63	83	5	47	15	32	20	19	16	33	41	16	29	19
jgi.p|Neosp1|134343	16	61	24	35	54	90	27	88	28	61	51	23	52	66	73	58	15	13
jgi.p|Neosp1|134643	10	13	11	26	24	57	8	19	12	15	14	28	14	16	13	21	1	5
jgi.p|Neosp1|134645	11	10	7	14	15	22	4	22	8	9	11	11	5	14	8	4	1	1
jgi.p|Neosp1|134980	404	1846	863	1097	983	1724	378	988	349	705	600	312	715	1087	812	515	241	105
jgi.p|Neosp1|134985	132	682	281	405	342	584	128	361	123	264	212	105	236	360	249	148	75	41
jgi.p|Neosp1|135082	47	56	26	102	77	131	38	114	63	78	99	50	93	92	111	73	75	60
jgi.p|Neosp1|135547	237	676	344	616	624	734	198	554	184	371	309	244	314	560	565	263	238	82
jgi.p|Neosp1|135838	8	7	2	8	2	1	3	5	6	6	4	5	1	4	8	0	59	70
jgi.p|Neosp1|136009	1	3	1	0	0	2	2	3	7	2	2	2	19	9	5	0	0	0
jgi.p|Neosp1|136083	1383	1116	743	1015	2186	2436	781	2797	978	1791	1759	616	885	2130	2034	516	1577	621
jgi.p|Neosp1|13624	6	32	19	34	35	57	23	53	19	32	15	22	25	36	28	24	8	2
jgi.p|Neosp1|13630	44	118	77	128	176	258	78	248	114	185	171	56	137	175	215	93	33	20
jgi.p|Neosp1|136312	401	1834	1783	2444	1450	1860	1594	4606	1777	3795	2955	1606	2976	5522	3118	2370	394	274
jgi.p|Neosp1|136392	7	6	16	28	14	20	10	32	16	24	23	5	7	21	24	9	5	6
jgi.p|Neosp1|13646	0	0	0	0	0	0	0	2	1	0	3	0	1	7	0	2	0	0
jgi.p|Neosp1|136633	0	0	0	0	3	1	0	2	0	0	0	1	1	0	0	2	5	0
jgi.p|Neosp1|136634	6	10	2	7	8	14	2	15	2	8	10	7	7	15	7	3	22	17
jgi.p|Neosp1|136636	12	12	5	15	4	16	2	17	14	12	15	4	13	12	22	8	23	29
jgi.p|Neosp1|136683	19	11	14	10	20	30	14	40	15	44	27	6	18	28	44	10	18	9
jgi.p|Neosp1|136809	2	6	6	7	0	0	0	6	0	5	0	5	10	13	0	7	2	0
jgi.p|Neosp1|136845	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|136931	142	238	122	202	259	349	94	308	95	178	177	136	228	295	234	153	109	51
jgi.p|Neosp1|136958	15	27	12	23	30	71	25	47	23	28	19	12	29	44	44	29	14	10
jgi.p|Neosp1|137097	37	83	38	94	64	145	23	72	47	34	61	24	72	87	71	62	32	15
jgi.p|Neosp1|137491	27	257	166	314	150	180	102	308	122	167	193	93	144	177	200	127	8	10
jgi.p|Neosp1|13751	24	29	9	24	23	44	13	41	18	21	19	41	22	27	27	22	17	6
jgi.p|Neosp1|137552	0	35	6	15	6	10	16	58	32	58	36	15	113	75	57	9	3	3
jgi.p|Neosp1|137602	0	1	0	5	0	5	0	1	0	0	0	2	0	0	1	3	0	0
jgi.p|Neosp1|137639	46	82	43	61	87	94	36	117	48	59	58	73	41	97	105	48	43	13
jgi.p|Neosp1|137737	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|137740	20	15	11	15	18	77	13	58	21	26	30	11	40	52	45	15	29	13
jgi.p|Neosp1|137745	76	154	81	119	143	160	32	128	58	85	100	81	62	82	111	47	48	11
jgi.p|Neosp1|137820	220	532	220	398	206	357	78	271	88	215	155	218	279	269	184	238	359	205
jgi.p|Neosp1|137856	33	25	19	42	59	70	38	70	29	41	47	17	45	58	56	24	51	103
jgi.p|Neosp1|13795	17	25	7	18	16	46	9	35	18	36	21	25	43	32	24	18	7	1
jgi.p|Neosp1|138131	9	14	5	25	3	5	4	12	8	11	7	7	13	13	9	2	5	0
jgi.p|Neosp1|13824	0	11	1	1	0	1	1	10	4	8	9	3	49	22	12	11	0	0
jgi.p|Neosp1|13830	0	1	2	2	0	2	1	9	2	5	9	7	25	12	9	1	0	0
jgi.p|Neosp1|138331	110	207	120	263	267	366	112	432	189	233	261	231	147	269	306	121	70	27
jgi.p|Neosp1|138518	15	356	145	296	14	17	2	62	33	4	38	90	19	16	17	47	63	68
jgi.p|Neosp1|138552	0	3	1	5	0	4	2	6	7	11	6	10	32	15	8	1	0	0
jgi.p|Neosp1|138807	3	16	9	18	23	48	10	46	17	19	21	17	19	18	22	13	4	1
jgi.p|Neosp1|138821	7637	15606	7274	9779	12850	14219	4942	15756	6059	13540	12352	4606	16110	12331	10042	8392	14340	21142
jgi.p|Neosp1|138833	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
jgi.p|Neosp1|138840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|138899	6	0	0	0	0	0	1	0	1	0	0	1	0	1	1	1	11	73
jgi.p|Neosp1|139062	81	129	115	173	161	185	46	159	65	101	76	74	102	120	175	62	68	116
jgi.p|Neosp1|139221	0	1	7	3	1	1	4	2	2	5	2	0	7	4	6	0	0	0
jgi.p|Neosp1|139245	186	889	474	885	702	755	329	1139	431	667	549	715	586	836	652	429	64	28
jgi.p|Neosp1|139307	2458	11394	7076	10233	12156	17350	7161	26012	10392	15009	13943	4107	11924	15024	14483	8374	1153	506
jgi.p|Neosp1|13933	38	31	7	29	49	46	24	103	29	69	80	72	50	77	60	45	19	9
jgi.p|Neosp1|139442	26	29	9	21	34	42	11	62	25	29	39	87	12	34	23	13	35	25
jgi.p|Neosp1|139540	173	153	120	209	249	442	10	73	32	41	38	9	25	18	26	31	0	0
jgi.p|Neosp1|139660	219	215	141	193	266	369	136	428	155	301	226	264	254	281	230	112	167	82
jgi.p|Neosp1|139672	22	85	45	103	73	98	21	121	35	75	62	40	56	82	73	60	13	11
jgi.p|Neosp1|14022	2	7	6	5	5	21	3	5	9	7	5	4	6	9	7	5	1	0
jgi.p|Neosp1|140238	12	4	6	5	5	18	0	10	2	6	6	20	8	10	6	10	64	170
jgi.p|Neosp1|14027	4	5	2	7	7	3	1	12	4	8	4	3	4	9	9	5	0	3
jgi.p|Neosp1|141005	96	79	49	73	92	180	24	144	59	133	87	45	102	121	91	49	53	44
jgi.p|Neosp1|141028	17	16	7	21	7	14	0	6	1	9	2	0	1	2	2	1	0	0
jgi.p|Neosp1|141186	145	159	80	132	274	412	98	390	129	221	195	147	168	206	299	120	78	28
jgi.p|Neosp1|141492	190	761	335	642	696	905	324	957	350	587	558	419	731	797	855	331	70	55
jgi.p|Neosp1|141540	0	3	1	0	2	0	0	1	3	0	0	0	0	1	1	2	2	0
jgi.p|Neosp1|141626	133	249	163	349	508	689	225	718	296	563	483	284	409	584	610	243	118	45
jgi.p|Neosp1|141727	14	6	5	8	4	10	15	71	29	62	23	13	101	52	28	6	6	2
jgi.p|Neosp1|141915	69	127	68	79	131	212	53	140	69	126	109	110	138	119	119	65	43	24
jgi.p|Neosp1|142012	0	7	1	10	2	5	2	5	0	2	2	5	4	0	9	3	0	0
jgi.p|Neosp1|142117	528	750	488	678	1428	1935	573	2039	800	1305	1226	516	976	1373	1403	665	220	107
jgi.p|Neosp1|142135	12	36	24	43	57	134	53	289	121	156	159	87	130	175	169	98	5	5
jgi.p|Neosp1|142249	2	1	0	4	2	5	1	2	6	7	2	5	9	2	1	3	2	0
jgi.p|Neosp1|142250	1	1	1	2	10	5	1	10	0	2	2	2	7	10	6	4	0	0
jgi.p|Neosp1|142277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|142279	47	101	63	116	67	107	30	144	81	101	94	51	78	121	151	67	24	26
jgi.p|Neosp1|142292	20	46	17	41	11	15	13	32	15	28	11	20	14	22	26	21	9	6
jgi.p|Neosp1|14258	35	33	16	47	53	42	31	99	52	65	62	88	22	50	80	22	22	11
jgi.p|Neosp1|142655	32	96	35	60	114	145	31	129	64	86	86	71	84	95	149	73	34	13
jgi.p|Neosp1|142847	773	1176	728	1033	2254	2909	993	3360	1353	2030	2004	831	1347	2612	1886	837	643	305
jgi.p|Neosp1|142860	282	7862	3582	7491	1946	2217	1124	3452	1378	1579	1665	3683	2145	2761	2658	2502	373	764
jgi.p|Neosp1|142923	0	1	1	2	3	5	3	17	12	1	18	8	15	10	5	13	0	0
jgi.p|Neosp1|143104	58	109	90	115	171	188	65	201	79	122	118	80	101	172	165	100	25	13
jgi.p|Neosp1|143198	77	76	40	67	116	113	41	81	35	67	49	35	38	69	109	19	43	28
jgi.p|Neosp1|143237	127	122	63	97	279	306	63	288	103	138	168	101	144	200	249	99	92	38
jgi.p|Neosp1|143368	28	30	16	34	43	85	21	58	33	50	50	20	36	38	51	27	16	4
jgi.p|Neosp1|143404	13	96	66	149	77	102	72	397	177	178	249	260	143	162	155	99	6	18
jgi.p|Neosp1|143535	694	1644	1075	1577	1432	2361	729	2661	1007	1743	1655	1022	1603	1833	1977	868	460	236
jgi.p|Neosp1|143776	30	70	38	57	61	76	24	82	54	41	48	34	60	76	65	51	5	1
jgi.p|Neosp1|143831	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
jgi.p|Neosp1|143991	142	124	144	230	387	547	188	611	255	400	363	102	291	404	628	171	84	58
jgi.p|Neosp1|144011	98	168	70	162	192	259	66	213	109	129	143	110	99	164	184	145	58	25
jgi.p|Neosp1|144037	0	0	0	4	0	3	12	56	22	34	27	14	71	30	16	2	1	2
jgi.p|Neosp1|144264	25	27	12	25	44	63	14	35	21	31	38	12	25	40	38	12	16	9
jgi.p|Neosp1|144364	150	537	225	452	183	207	67	252	92	120	154	183	346	303	245	173	676	846
jgi.p|Neosp1|144702	57	179	80	128	101	181	46	155	65	116	111	119	183	123	99	99	184	155
jgi.p|Neosp1|144849	255	853	533	685	817	944	170	523	222	327	273	614	414	549	539	316	431	589
jgi.p|Neosp1|144877	78	42	21	43	89	167	30	104	39	69	88	93	81	74	79	50	35	26
jgi.p|Neosp1|144904	0	2	4	0	3	0	5	21	10	16	12	3	40	22	5	0	0	0
jgi.p|Neosp1|14514	405	816	509	735	932	1292	293	982	324	643	622	441	579	793	859	385	1088	1335
jgi.p|Neosp1|145192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|14548	0	8	0	1	1	5	17	49	17	43	20	10	111	46	35	5	0	1
jgi.p|Neosp1|145686	0	0	0	0	0	0	2	2	0	5	0	0	2	0	0	0	0	1
jgi.p|Neosp1|145694	3	9	2	11	0	8	4	19	13	28	7	4	90	29	27	6	0	1
jgi.p|Neosp1|145719	0	3	5	6	0	0	5	13	4	26	6	3	26	26	8	4	0	1
jgi.p|Neosp1|145721	0	3	0	0	2	1	3	5	2	11	3	0	24	8	10	0	0	0
jgi.p|Neosp1|145953	57	66	56	99	161	187	65	211	89	130	137	59	139	139	137	74	339	398
jgi.p|Neosp1|146014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|146199	11	0	0	0	0	0	0	6	1	1	1	6	4	0	4	3	101	181
jgi.p|Neosp1|146354	49	76	34	70	109	186	35	122	32	70	64	48	99	82	132	75	53	24
jgi.p|Neosp1|146369	35	28	24	35	41	79	11	37	26	44	24	13	27	39	46	39	9	13
jgi.p|Neosp1|146441	2	1	9	9	22	13	1	13	5	11	9	6	9	7	18	5	2	5
jgi.p|Neosp1|146508	45	3	6	7	4	11	29	43	39	66	49	12	82	53	39	14	17	4
jgi.p|Neosp1|146768	334	235	61	146	588	178	717	1656	646	1210	1076	1673	175	769	1833	100	83	15
jgi.p|Neosp1|146770	41	73	21	70	165	32	264	569	291	532	428	982	87	414	945	77	10	6
jgi.p|Neosp1|146771	7	37	6	17	18	10	18	52	26	45	39	649	3	22	93	15	0	0
jgi.p|Neosp1|14685	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|146977	2	0	0	2	0	0	2	1	6	9	2	2	15	4	1	2	1	0
jgi.p|Neosp1|147044	4	22	35	81	56	59	16	51	14	47	24	21	80	79	35	55	18	34
jgi.p|Neosp1|147138	20	82	32	74	50	76	18	71	24	53	46	50	45	82	82	48	82	98
jgi.p|Neosp1|14721	2	0	6	2	5	5	2	1	5	6	6	3	3	4	0	0	1	2
jgi.p|Neosp1|147347	29	63	29	69	18	36	5	39	26	33	32	27	42	50	41	35	44	33
jgi.p|Neosp1|147394	359	341	230	346	639	905	257	902	336	520	606	387	458	683	738	298	324	169
jgi.p|Neosp1|147438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|147628	114	56	31	56	157	268	46	177	77	145	137	67	55	156	207	44	64	27
jgi.p|Neosp1|147643	59	888	541	904	465	417	61	184	84	104	109	157	120	193	169	217	18	9
jgi.p|Neosp1|147782	19	118	55	101	76	153	29	77	45	57	62	60	87	91	79	81	21	19
jgi.p|Neosp1|14784	1	15	7	35	11	25	2	13	12	9	6	10	10	25	22	17	4	0
jgi.p|Neosp1|147878	116	81	65	87	145	164	67	220	80	157	123	72	117	158	150	72	390	736
jgi.p|Neosp1|14795	0	2	0	1	0	4	7	7	9	7	6	6	36	27	8	8	0	0
jgi.p|Neosp1|14808	0	15	2	9	2	1	8	12	5	10	10	6	40	35	24	14	0	0
jgi.p|Neosp1|148112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|148189	56	100	57	84	79	144	50	170	69	80	123	63	138	154	143	110	204	274
jgi.p|Neosp1|148287	117	155	119	195	330	376	149	599	246	346	338	161	209	332	458	168	46	17
jgi.p|Neosp1|148327	3	5	1	0	3	8	8	22	16	34	13	5	72	27	11	0	0	3
jgi.p|Neosp1|148494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|148739	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|14897	54	147	69	126	140	198	76	307	144	196	176	171	310	244	229	146	44	64
jgi.p|Neosp1|149016	69	164	75	80	71	108	28	51	18	45	47	83	81	85	81	44	178	248
jgi.p|Neosp1|149072	63	237	92	209	190	205	93	266	130	180	192	167	164	216	197	162	101	132
jgi.p|Neosp1|149150	6250	4314	942	1494	80	405	1083	7103	2556	3867	4555	3795	15293	5708	2523	445	49595	89657
jgi.p|Neosp1|149229	0	2	0	0	0	1	1	11	5	8	4	1	13	6	7	1	0	0
jgi.p|Neosp1|149269	0	0	0	0	4	0	0	2	0	0	0	2	0	1	1	1	33	25
jgi.p|Neosp1|14932	113	121	55	77	6	16	11	111	31	54	69	140	92	37	29	38	1021	1172
jgi.p|Neosp1|149536	55	78	44	69	56	93	34	94	37	69	68	35	46	91	72	52	34	16
jgi.p|Neosp1|149974	27	46	29	59	63	63	17	57	18	45	47	30	44	53	58	31	17	13
jgi.p|Neosp1|150049	125	142	79	107	212	337	86	261	111	147	181	118	139	176	234	99	149	60
jgi.p|Neosp1|150051	13	17	11	11	25	53	13	43	19	24	27	17	19	32	50	13	16	6
jgi.p|Neosp1|150249	6	7	9	6	1	8	0	1	7	4	3	1	1	2	0	0	0	1
jgi.p|Neosp1|150427	22	13	17	26	68	63	19	86	43	54	53	28	62	52	84	49	25	17
jgi.p|Neosp1|150431	3	1	0	1	3	3	2	2	0	5	1	2	4	6	3	2	1	1
jgi.p|Neosp1|150435	1	0	3	1	3	1	0	0	5	4	2	0	2	1	1	1	2	0
jgi.p|Neosp1|150503	8	5	5	13	16	25	6	28	10	16	8	6	13	11	17	6	10	4
jgi.p|Neosp1|150569	180	1212	801	1175	982	1105	356	854	299	662	452	341	689	1045	824	465	72	40
jgi.p|Neosp1|150710	14	8	4	2	1	3	0	8	5	1	5	29	222	13	11	195	285	448
jgi.p|Neosp1|150861	7	24	10	24	12	14	2	10	4	11	11	14	14	7	5	6	2	0
jgi.p|Neosp1|1511	9	8	10	17	23	14	1	18	13	20	14	1	27	15	17	15	4	1
jgi.p|Neosp1|151298	6	1	0	6	14	57	83	413	229	185	337	25	436	165	232	43	0	0
jgi.p|Neosp1|151316	23	276	135	178	107	219	122	592	226	266	307	286	445	295	197	234	15	1
jgi.p|Neosp1|151370	6	9	8	6	34	80	5	20	6	25	21	18	15	24	16	22	0	1
jgi.p|Neosp1|151496	413	662	523	897	869	1073	246	808	276	605	479	188	543	1005	733	531	732	534
jgi.p|Neosp1|151542	1	2	4	4	7	5	1	9	8	5	7	0	3	3	3	6	0	0
jgi.p|Neosp1|151932	15	23	18	21	44	88	25	74	26	74	36	26	96	84	31	40	4	1
jgi.p|Neosp1|152026	72	61	31	91	115	137	35	134	48	79	95	84	79	138	108	46	33	21
jgi.p|Neosp1|152062	19	41	10	20	23	29	12	47	19	19	32	20	32	24	34	21	10	12
jgi.p|Neosp1|152067	269	235	127	269	271	458	144	467	158	305	270	190	361	334	313	257	110	65
jgi.p|Neosp1|152077	10	8	3	17	6	15	11	22	6	19	8	5	11	4	9	6	3	2
jgi.p|Neosp1|15209	134	364	170	309	221	396	87	267	112	167	158	90	287	237	206	198	56	38
jgi.p|Neosp1|152283	3	18	17	22	10	28	6	30	13	13	14	29	19	13	21	19	3	3
jgi.p|Neosp1|152477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|152635	4	18	8	8	7	14	4	14	5	14	8	10	7	9	9	7	4	2
jgi.p|Neosp1|152765	119	234	129	177	60	106	59	179	52	126	104	121	192	163	118	82	844	1500
jgi.p|Neosp1|152817	0	6	1	6	2	7	18	22	19	34	25	6	80	33	23	11	0	0
jgi.p|Neosp1|152820	0	7	0	5	0	1	3	8	12	17	12	5	35	24	16	10	0	0
jgi.p|Neosp1|1529	5	23	12	21	13	33	7	38	33	16	12	15	49	26	25	33	0	0
jgi.p|Neosp1|152926	217	569	336	524	710	838	277	916	355	580	611	374	374	733	815	352	163	123
jgi.p|Neosp1|153036	2	129	68	92	35	74	7	24	10	15	23	48	36	66	20	9	22	24
jgi.p|Neosp1|15314	6971	7562	4892	6549	10338	11534	4210	10644	3536	8933	6729	2241	6608	9849	9672	4004	4852	2263
jgi.p|Neosp1|153194	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|153209	0	0	0	0	2	0	1	1	4	3	2	1	13	1	1	1	0	0
jgi.p|Neosp1|153446	69	163	106	128	138	225	42	148	61	106	86	100	152	119	120	94	21	18
jgi.p|Neosp1|153541	32	77	46	69	14	33	26	121	50	54	64	168	142	73	46	76	208	265
jgi.p|Neosp1|153555	31	31	14	18	38	68	14	39	18	21	26	49	28	41	30	21	13	7
jgi.p|Neosp1|15356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|153594	0	1	2	3	1	3	8	44	13	17	30	10	20	7	7	8	0	0
jgi.p|Neosp1|1536	6	90	45	89	60	68	18	76	28	33	43	35	88	57	60	68	4	1
jgi.p|Neosp1|153645	1	12	7	14	1	2	0	8	2	1	7	5	2	5	1	3	3	2
jgi.p|Neosp1|153852	224	362	239	294	550	729	182	565	205	412	327	258	358	459	551	265	408	375
jgi.p|Neosp1|153962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|153986	11	2	3	3	0	9	6	20	11	15	15	5	29	16	20	8	7	12
jgi.p|Neosp1|153987	3	2	1	1	0	4	1	7	4	10	4	0	11	12	1	1	0	10
jgi.p|Neosp1|154025	5	7	16	7	9	14	4	24	7	3	25	6	1	11	15	11	4	0
jgi.p|Neosp1|154032	2	3	2	9	0	0	5	15	9	14	3	18	44	9	16	4	14	76
jgi.p|Neosp1|154119	44	23	22	20	38	55	15	39	25	19	31	47	32	41	32	21	125	192
jgi.p|Neosp1|154127	321	325	201	313	489	617	173	618	244	390	358	185	361	595	511	247	929	1772
jgi.p|Neosp1|154204	21	37	23	29	37	58	8	34	6	20	20	38	47	43	46	20	13	15
jgi.p|Neosp1|154244	51	23	10	33	20	31	4	45	25	39	22	13	23	25	37	29	97	189
jgi.p|Neosp1|154793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|154944	9	1666	582	1414	15	40	3	48	38	5	21	52	26	12	8	93	10	12
jgi.p|Neosp1|154967	74	137	101	180	171	204	63	225	127	176	128	171	106	166	196	72	26	10
jgi.p|Neosp1|154989	58	155	117	196	170	190	62	161	80	111	100	75	76	97	129	71	38	37
jgi.p|Neosp1|155156	44	94	66	82	56	113	33	116	49	67	80	46	78	72	69	93	37	17
jgi.p|Neosp1|155243	541	664	478	665	1260	1243	641	2261	813	1306	1218	564	535	1207	1457	326	298	103
jgi.p|Neosp1|155268	6	66	30	56	42	55	9	20	28	14	28	26	45	71	53	61	9	8
jgi.p|Neosp1|155300	13	24	10	15	39	69	9	29	9	30	17	21	35	18	17	15	27	13
jgi.p|Neosp1|155302	22	22	11	27	43	95	20	33	12	34	32	21	30	33	42	23	28	20
jgi.p|Neosp1|155490	90	81	40	84	101	173	45	160	78	106	76	65	123	147	121	116	61	45
jgi.p|Neosp1|155618	2	0	0	3	1	6	1	1	3	1	4	1	0	4	4	1	1	0
jgi.p|Neosp1|155675	10	7	8	12	20	30	10	67	46	40	33	3	22	64	51	10	4	1
jgi.p|Neosp1|155750	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|155799	112	109	62	104	190	291	75	205	103	144	161	104	141	163	180	80	103	30
jgi.p|Neosp1|155995	0	11	4	4	0	2	3	9	4	4	2	9	21	17	7	0	1	2
jgi.p|Neosp1|156048	41	100	46	78	68	99	41	143	35	70	78	77	68	94	101	41	90	111
jgi.p|Neosp1|156076	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
jgi.p|Neosp1|156121	51	118	92	137	151	122	30	141	50	88	69	52	57	86	101	57	38	13
jgi.p|Neosp1|156237	6	34	16	22	15	32	6	7	3	6	12	12	11	11	12	12	5	4
jgi.p|Neosp1|156312	2	11	2	11	4	7	31	125	38	122	63	23	236	124	51	10	5	2
jgi.p|Neosp1|156398	126	397	244	373	410	595	140	638	235	357	339	379	333	392	382	208	100	64
jgi.p|Neosp1|156423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|156460	23	60	42	47	81	149	45	118	45	49	54	74	68	71	79	67	25	19
jgi.p|Neosp1|156505	19	68	35	63	54	83	18	57	26	31	42	38	40	80	49	51	27	6
jgi.p|Neosp1|156602	21	103	116	279	400	505	422	1761	631	1002	967	251	520	627	862	279	8	7
jgi.p|Neosp1|156811	20	13	24	32	28	30	4	26	9	21	18	11	9	54	30	8	0	0
jgi.p|Neosp1|156908	1	1	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0
jgi.p|Neosp1|156952	53	54	52	73	78	86	24	116	24	66	51	41	48	74	82	44	18	9
jgi.p|Neosp1|156982	26	4	4	3	173	107	217	592	229	381	347	56	46	102	154	16	37	43
