#proteinId	gotermId	goName	gotermType	goAcc
21001	3878	spliceosome	cellular_component	GO:0005681
465508	6005	MP kinase activity	molecular_function	GO:0008339
465508	6015	MAP kinase kinase kinase kinase activity	molecular_function	GO:0008349
465508	6196	JUN kinase kinase activity	molecular_function	GO:0008545
465508	10102	MAP kinase 2 activity	molecular_function	GO:0016908
465508	10103	SAP kinase activity	molecular_function	GO:0016909
465508	11472	transmembrane receptor protein kinase activity	molecular_function	GO:0019199
465508	12154	cyclin-dependent protein kinase activating kinase activity	molecular_function	GO:0019912
465508	17037	GTP-dependent protein kinase activity	molecular_function	GO:0034211
465517	4143	carbohydrate metabolic process	biological_process	GO:0005975
465517	10005	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	molecular_function	GO:0016810
465517	2290	catalytic activity	molecular_function	GO:0003824
465517	2539	chitin deacetylase activity	molecular_function	GO:0004099
465520	5747	chitin binding	molecular_function	GO:0008061
465533	4143	carbohydrate metabolic process	biological_process	GO:0005975
465533	10005	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	molecular_function	GO:0016810
465533	2290	catalytic activity	molecular_function	GO:0003824
465533	2539	chitin deacetylase activity	molecular_function	GO:0004099
465537	2818	hydroxymethylglutaryl-CoA reductase (NADPH) activity	molecular_function	GO:0004420
465537	9242	coenzyme A metabolic process	biological_process	GO:0015936
465537	23921	coenzyme binding	molecular_function	GO:0050662
465537	9823	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function	GO:0016616
465574	3433	Rab GTPase activator activity	molecular_function	GO:0005097
465574	3827	intracellular	cellular_component	GO:0005622
465574	15148	regulation of Rab GTPase activity	biological_process	GO:0032313
465574	3724	calcium ion binding	molecular_function	GO:0005509
465583	9985	hydrolase activity	molecular_function	GO:0016787
465598	4513	rRNA processing	biological_process	GO:0006364
465598	14875	small subunit processome	cellular_component	GO:0032040
465598	2313	1-alkyl-2-acetylglycerophosphocholine esterase activity	molecular_function	GO:0003847
465688	2216	RNA binding	molecular_function	GO:0003723
465688	2228	translation initiation factor activity	molecular_function	GO:0003743
465688	3930	cytoplasm	cellular_component	GO:0005737
465688	4557	translational initiation	biological_process	GO:0006413
465693	6188	proteasome activator complex	cellular_component	GO:0008537
465693	6189	proteasome activator activity	molecular_function	GO:0008538
465698	6075	acyltransferase activity	molecular_function	GO:0008415
465698	6667	biosynthetic process	biological_process	GO:0009058
465698	9977	nucleotidyltransferase activity	molecular_function	GO:0016779
465698	9940	transferase activity	molecular_function	GO:0016740
465698	2867	mannose-1-phosphate guanylyltransferase activity	molecular_function	GO:0004475
465727	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
465764	2290	catalytic activity	molecular_function	GO:0003824
465764	3708	binding	molecular_function	GO:0005488
465764	5830	metabolic process	biological_process	GO:0008152
465764	2461	adenylate kinase activity	molecular_function	GO:0004017
465803	3642	sugar:hydrogen symporter activity	molecular_function	GO:0005351
465803	6276	carbohydrate transport	biological_process	GO:0008643
465803	9320	membrane	cellular_component	GO:0016020
465803	3546	transporter activity	molecular_function	GO:0005215
465803	4927	transport	biological_process	GO:0006810
465803	9321	integral to membrane	cellular_component	GO:0016021
465803	6356	L-arabinose isomerase activity	molecular_function	GO:0008733
465816	4650	amino acid metabolic process	biological_process	GO:0006520
465816	13063	pyridoxal phosphate binding	molecular_function	GO:0030170
465816	9964	transferase activity, transferring alkyl or aryl (other than methyl) groups	molecular_function	GO:0016765
465816	2414	O-acetylhomoserine aminocarboxypropyltransferase activity	molecular_function	GO:0003961
465837	4598	protein modification process	biological_process	GO:0006464
465837	2227	structural constituent of ribosome	molecular_function	GO:0003735
465837	3827	intracellular	cellular_component	GO:0005622
465837	4025	ribosome	cellular_component	GO:0005840
465837	4556	translation	biological_process	GO:0006412
465837	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
465837	4643	ubiquitin cycle	biological_process	GO:0006512
466008	2290	catalytic activity	molecular_function	GO:0003824
466008	3736	ATP binding	molecular_function	GO:0005524
466008	5830	metabolic process	biological_process	GO:0008152
466008	2528	carbamoyl-phosphate synthase activity	molecular_function	GO:0004086
466008	4924	nitrogen compound metabolic process	biological_process	GO:0006807
466008	2530	carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity	molecular_function	GO:0004088
466014	6724	nucleoside metabolic process	biological_process	GO:0009116
466014	281	magnesium ion binding	molecular_function	GO:0000287
466014	3115	ribose phosphate diphosphokinase activity	molecular_function	GO:0004749
466014	6770	nucleotide biosynthetic process	biological_process	GO:0009165
466166	3202	uracil DNA N-glycosylase activity	molecular_function	GO:0004844
466166	4440	DNA repair	biological_process	GO:0006281
466166	502	purine-specific mismatch base pair DNA N-glycosylase activity	molecular_function	GO:0000701
466166	10228	single-strand selective uracil DNA N-glycosylase activity	molecular_function	GO:0017065
466166	11389	DNA N-glycosylase activity	molecular_function	GO:0019104
466166	19198	DNA-3-methyladenine glycosylase III activity	molecular_function	GO:0043733
466439	3642	sugar:hydrogen symporter activity	molecular_function	GO:0005351
466439	6276	carbohydrate transport	biological_process	GO:0008643
466439	9320	membrane	cellular_component	GO:0016020
466439	3546	transporter activity	molecular_function	GO:0005215
466439	4927	transport	biological_process	GO:0006810
466439	9321	integral to membrane	cellular_component	GO:0016021
466439	6356	L-arabinose isomerase activity	molecular_function	GO:0008733
466570	3642	sugar:hydrogen symporter activity	molecular_function	GO:0005351
466570	6276	carbohydrate transport	biological_process	GO:0008643
466570	9320	membrane	cellular_component	GO:0016020
466570	3546	transporter activity	molecular_function	GO:0005215
466570	4927	transport	biological_process	GO:0006810
466570	9321	integral to membrane	cellular_component	GO:0016021
466570	6356	L-arabinose isomerase activity	molecular_function	GO:0008733
466657	9573	kinase activity	molecular_function	GO:0016301
466657	6102	phosphofructokinase activity	molecular_function	GO:0008443
466657	6245	phosphorylase kinase regulator activity	molecular_function	GO:0008607
466657	6438	cobinamide kinase activity	molecular_function	GO:0008819
466657	9578	phosphatidylinositol phosphate kinase activity	molecular_function	GO:0016307
466657	9751	cyclin-dependent protein kinase regulator activity	molecular_function	GO:0016538
466657	11022	phenol kinase activity	molecular_function	GO:0018720
466657	12155	cyclin-dependent protein kinase activating kinase regulator activity	molecular_function	GO:0019914
466657	15776	inositol tetrakisphosphate 2-kinase activity	molecular_function	GO:0032942
466657	17186	phosphoinositide 3-kinase activity	molecular_function	GO:0035004
466657	18069	eukaryotic elongation factor-2 kinase regulator activity	molecular_function	GO:0042556
466657	18070	eukaryotic elongation factor-2 kinase activator activity	molecular_function	GO:0042557
466657	19207	LPPG:FO 2-phospho-L-lactate transferase activity	molecular_function	GO:0043743
466657	19235	cytidine kinase activity	molecular_function	GO:0043771
466657	19262	glycerate 2-kinase activity	molecular_function	GO:0043798
466657	19305	(S)-lactate 2-kinase activity	molecular_function	GO:0043841
466657	24976	polynucleotide kinase activity	molecular_function	GO:0051731
466657	24979	ATP-dependent polynucleotide kinase activity	molecular_function	GO:0051734
466657	24980	GTP-dependent polynucleotide kinase activity	molecular_function	GO:0051735
512387	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
512387	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
512387	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
512387	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
512387	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
512407	2353	DNA-directed DNA polymerase activity	molecular_function	GO:0003887
512407	16887	DNA polymerase activity	molecular_function	GO:0034061
512416	2356	DNA-directed RNA polymerase activity	molecular_function	GO:0003899
512416	2357	DNA-directed RNA polymerase I activity	molecular_function	GO:0003900
512416	2358	DNA-directed RNA polymerase II activity	molecular_function	GO:0003901
512416	2359	DNA-directed RNA polymerase III activity	molecular_function	GO:0003902
512416	16888	RNA polymerase activity	molecular_function	GO:0034062
512447	2290	catalytic activity	molecular_function	GO:0003824
512447	5830	metabolic process	biological_process	GO:0008152
512447	2861	long-chain-fatty-acid-CoA ligase activity	molecular_function	GO:0004467
512447	8961	fatty-acid ligase activity	molecular_function	GO:0015645
512447	14792	short-chain-fatty-acid-CoA ligase activity	molecular_function	GO:0031955
512447	14793	medium-chain-fatty-acid-CoA ligase activity	molecular_function	GO:0031956
512447	14794	very-long-chain-fatty-acid-CoA ligase activity	molecular_function	GO:0031957
512512	4639	proteolysis	biological_process	GO:0006508
512512	13544	caspase activity	molecular_function	GO:0030693
512566	4542	mRNA processing	biological_process	GO:0006397
512566	9986	hydrolase activity, acting on ester bonds	molecular_function	GO:0016788
512566	2909	nuclease activity	molecular_function	GO:0004518
512566	18089	phosphoric ester hydrolase activity	molecular_function	GO:0042578
512566	19229	T/G mismatch-specific endonuclease activity	molecular_function	GO:0043765
512590	3782	extracellular region	cellular_component	GO:0005576
512597	3043	protein kinase activity	molecular_function	GO:0004672
512597	3736	ATP binding	molecular_function	GO:0005524
512597	4602	protein amino acid phosphorylation	biological_process	GO:0006468
512597	3827	intracellular	cellular_component	GO:0005622
512597	5250	signal transduction	biological_process	GO:0007165
512597	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
512597	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
512597	5323	intracellular signaling cascade	biological_process	GO:0007242
512597	3064	protein kinase C activity	molecular_function	GO:0004697
512597	3065	calcium-dependent protein kinase C activity	molecular_function	GO:0004698
512597	3066	calcium-independent protein kinase C activity	molecular_function	GO:0004699
512629	9321	integral to membrane	cellular_component	GO:0016021
512629	9957	transferase activity, transferring hexosyl groups	molecular_function	GO:0016758
512630	3740	sugar binding	molecular_function	GO:0005529
512634	3737	GTP binding	molecular_function	GO:0005525
512634	3827	intracellular	cellular_component	GO:0005622
512634	6880	1-2nm peptidoglycan-based cell wall	cellular_component	GO:0009276
512634	8459	ferrous iron transmembrane transporter activity	molecular_function	GO:0015093
512634	8996	ferrous iron transport	biological_process	GO:0015684
512634	9321	integral to membrane	cellular_component	GO:0016021
512634	3721	iron ion binding	molecular_function	GO:0005506
512634	1096	nucleoside binding	molecular_function	GO:0001882
512648	2700	subtilase activity	molecular_function	GO:0004289
512648	4639	proteolysis	biological_process	GO:0006508
512663	3838	nucleus	cellular_component	GO:0005634
512663	13391	transcription regulator activity	molecular_function	GO:0030528
512663	19908	regulation of transcription	biological_process	GO:0045449
512664	3838	nucleus	cellular_component	GO:0005634
512664	13391	transcription regulator activity	molecular_function	GO:0030528
512664	19908	regulation of transcription	biological_process	GO:0045449
512668	6217	myosin ATPase activity	molecular_function	GO:0008570
512683	3727	protein binding	molecular_function	GO:0005515
512683	5939	zinc ion binding	molecular_function	GO:0008270
512754	279	1-phosphatidylinositol-3-phosphate 5-kinase activity	molecular_function	GO:0000285
512768	3043	protein kinase activity	molecular_function	GO:0004672
512768	3736	ATP binding	molecular_function	GO:0005524
512768	4602	protein amino acid phosphorylation	biological_process	GO:0006468
512768	162	nucleotide binding	molecular_function	GO:0000166
512768	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
512768	10082	ATPase activity	molecular_function	GO:0016887
512768	3708	binding	molecular_function	GO:0005488
512768	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
512768	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
512768	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
512768	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
512768	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
512770	3046	transmembrane receptor protein serine/threonine kinase activity	molecular_function	GO:0004675
512770	3047	3-phosphoinositide-dependent protein kinase activity	molecular_function	GO:0004676
512770	3048	DNA-dependent protein kinase activity	molecular_function	GO:0004677
512770	3049	AMP-activated protein kinase activity	molecular_function	GO:0004679
512770	3050	casein kinase activity	molecular_function	GO:0004680
512770	3051	casein kinase I activity	molecular_function	GO:0004681
512770	3057	cyclic nucleotide-dependent protein kinase activity	molecular_function	GO:0004690
512770	3061	eukaryotic translation initiation factor 2alpha kinase activity	molecular_function	GO:0004694
512770	3062	galactosyltransferase-associated kinase activity	molecular_function	GO:0004695
512770	3063	glycogen synthase kinase 3 activity	molecular_function	GO:0004696
512770	3065	calcium-dependent protein kinase C activity	molecular_function	GO:0004698
512770	3067	atypical protein kinase C activity	molecular_function	GO:0004700
512770	3068	receptor signaling protein serine/threonine kinase activity	molecular_function	GO:0004702
512770	3070	NF-kappaB-inducing kinase activity	molecular_function	GO:0004704
512770	3071	JUN kinase activity	molecular_function	GO:0004705
512770	3072	JUN kinase kinase kinase activity	molecular_function	GO:0004706
512770	3074	MAP kinase kinase activity	molecular_function	GO:0004708
512770	3076	MAP/ERK kinase kinase activity	molecular_function	GO:0004710
512770	3077	ribosomal protein S6 kinase activity	molecular_function	GO:0004711
512770	3084	Janus kinase activity	molecular_function	GO:0004718
512770	6004	MAP kinase 1 activity	molecular_function	GO:0008338
512770	6005	MP kinase activity	molecular_function	GO:0008339
512770	6015	MAP kinase kinase kinase kinase activity	molecular_function	GO:0008349
512770	6196	JUN kinase kinase activity	molecular_function	GO:0008545
512770	10102	MAP kinase 2 activity	molecular_function	GO:0016908
512770	10103	SAP kinase activity	molecular_function	GO:0016909
512770	11472	transmembrane receptor protein kinase activity	molecular_function	GO:0019199
512770	12154	cyclin-dependent protein kinase activating kinase activity	molecular_function	GO:0019912
512770	17037	GTP-dependent protein kinase activity	molecular_function	GO:0034211
512771	2290	catalytic activity	molecular_function	GO:0003824
512771	5830	metabolic process	biological_process	GO:0008152
512771	14021	phosphopantetheine binding	molecular_function	GO:0031177
512771	22441	cofactor binding	molecular_function	GO:0048037
512771	10069	ligase activity	molecular_function	GO:0016874
512771	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
512771	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
512771	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
512771	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
512771	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
512777	2290	catalytic activity	molecular_function	GO:0003824
512777	5830	metabolic process	biological_process	GO:0008152
512777	14021	phosphopantetheine binding	molecular_function	GO:0031177
512777	22441	cofactor binding	molecular_function	GO:0048037
512777	10069	ligase activity	molecular_function	GO:0016874
512777	2485	L-aminoadipate-semialdehyde dehydrogenase activity	molecular_function	GO:0004043
512777	4120	aminoadipate-semialdehyde dehydrogenase complex	cellular_component	GO:0005949
512778	2290	catalytic activity	molecular_function	GO:0003824
512778	5830	metabolic process	biological_process	GO:0008152
512778	14021	phosphopantetheine binding	molecular_function	GO:0031177
512778	22441	cofactor binding	molecular_function	GO:0048037
512778	10069	ligase activity	molecular_function	GO:0016874
512778	2485	L-aminoadipate-semialdehyde dehydrogenase activity	molecular_function	GO:0004043
512778	4120	aminoadipate-semialdehyde dehydrogenase complex	cellular_component	GO:0005949
512781	3824	cell wall	cellular_component	GO:0005618
512781	13460	pectinesterase activity	molecular_function	GO:0030599
512781	18059	cell wall modification	biological_process	GO:0042545
512790	17836	penicillin biosynthetic process	biological_process	GO:0042318
512791	17836	penicillin biosynthetic process	biological_process	GO:0042318
512795	4618	protein amino acid glycosylation	biological_process	GO:0006486
512795	6077	fucosyltransferase activity	molecular_function	GO:0008417
512795	9320	membrane	cellular_component	GO:0016020
512795	24	alpha-1,6-mannosyltransferase activity	molecular_function	GO:0000009
512795	42	alpha-1,2-mannosyltransferase activity	molecular_function	GO:0000026
512795	45	mannosyltransferase activity	molecular_function	GO:0000030
512795	48	alpha-1,3-mannosyltransferase activity	molecular_function	GO:0000033
512795	1170	alpha-1,3-galactosyltransferase activity	molecular_function	GO:0001962
512795	2430	UDP-glucose:glycoprotein glucosyltransferase activity	molecular_function	GO:0003980
512795	2782	glycolipid mannosyltransferase activity	molecular_function	GO:0004376
512795	2953	oligosaccharyl transferase activity	molecular_function	GO:0004576
512795	2959	dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity	molecular_function	GO:0004583
512795	6039	acetylglucosaminyltransferase activity	molecular_function	GO:0008375
512795	6040	acetylgalactosaminyltransferase activity	molecular_function	GO:0008376
512795	6042	galactosyltransferase activity	molecular_function	GO:0008378
512795	6376	O antigen polymerase activity	molecular_function	GO:0008755
512795	6535	lipopolysaccharide-1,6-galactosyltransferase activity	molecular_function	GO:0008921
512795	9532	UDP-N-acetylglucosamine-peptide N-acetylglucosaminyltransferase activity	molecular_function	GO:0016253
512795	9958	cellulose synthase activity	molecular_function	GO:0016759
512795	11017	9-phenanthrol UDP-glucuronosyltransferase activity	molecular_function	GO:0018715
512795	11018	1-phenanthrol glycosyltransferase activity	molecular_function	GO:0018716
512795	11019	9-phenanthrol glycosyltransferase activity	molecular_function	GO:0018717
512795	11020	1,2-dihydroxy-phenanthrene glycosyltransferase activity	molecular_function	GO:0018718
512795	11396	phenanthrol glycosyltransferase activity	molecular_function	GO:0019112
512795	11466	beta-1,4-mannosyltransferase activity	molecular_function	GO:0019187
512795	14119	alpha-1,2-galactosyltransferase activity	molecular_function	GO:0031278
512795	16390	dolichyl pyrophosphate Man7GlcNAc2 alpha-1,3-glucosyltransferase activity	molecular_function	GO:0033556
512795	17801	dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity	molecular_function	GO:0042281
512795	17803	dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity	molecular_function	GO:0042283
512795	19616	inositol phosphoceramide synthase activity	molecular_function	GO:0045140
512795	20962	glucosyltransferase activity	molecular_function	GO:0046527
512795	21342	alpha(1,3)-fucosyltransferase activity	molecular_function	GO:0046920
512795	21343	alpha(1,6)-fucosyltransferase activity	molecular_function	GO:0046921
512798	9350	carbohydrate biosynthetic process	biological_process	GO:0016051
512798	9957	transferase activity, transferring hexosyl groups	molecular_function	GO:0016758
512802	4639	proteolysis	biological_process	GO:0006508
512802	5909	metallopeptidase activity	molecular_function	GO:0008237
512813	3637	oxygen transporter activity	molecular_function	GO:0005344
512813	4927	transport	biological_process	GO:0006810
512813	3736	ATP binding	molecular_function	GO:0005524
512813	10082	ATPase activity	molecular_function	GO:0016887
512813	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
512813	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
512813	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
512813	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
512813	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
512814	3145	superoxide dismutase activity	molecular_function	GO:0004784
512814	4918	superoxide metabolic process	biological_process	GO:0006801
512814	21295	metal ion binding	molecular_function	GO:0046872
512815	2426	UDP-N-acetylglucosamine-lysosomal-enzyme N-acetylglucosaminephosphotransferase activity	molecular_function	GO:0003976
512829	4931	sodium ion transport	biological_process	GO:0006814
512829	6160	bile acid:sodium symporter activity	molecular_function	GO:0008508
512829	9320	membrane	cellular_component	GO:0016020
512864	2628	aspartic-type endopeptidase activity	molecular_function	GO:0004190
512864	4639	proteolysis	biological_process	GO:0006508
512868	2985	phosphoenolpyruvate carboxykinase activity	molecular_function	GO:0004611
512868	4260	gluconeogenesis	biological_process	GO:0006094
512868	10236	purine nucleotide binding	molecular_function	GO:0017076
512874	2290	catalytic activity	molecular_function	GO:0003824
512890	5830	metabolic process	biological_process	GO:0008152
512890	9940	transferase activity	molecular_function	GO:0016740
512915	162	nucleotide binding	molecular_function	GO:0000166
512917	2244	microtubule motor activity	molecular_function	GO:0003777
512917	3736	ATP binding	molecular_function	GO:0005524
512917	4051	microtubule associated complex	cellular_component	GO:0005875
512917	5113	microtubule-based movement	biological_process	GO:0007018
512937	2216	RNA binding	molecular_function	GO:0003723
512937	4541	RNA processing	biological_process	GO:0006396
512937	9977	nucleotidyltransferase activity	molecular_function	GO:0016779
512947	2934	alpha,alpha-trehalase activity	molecular_function	GO:0004555
512947	4159	trehalose metabolic process	biological_process	GO:0005991
512947	2290	catalytic activity	molecular_function	GO:0003824
512947	3724	calcium ion binding	molecular_function	GO:0005509
512947	3930	cytoplasm	cellular_component	GO:0005737
512947	4161	trehalose catabolic process	biological_process	GO:0005993
512986	6667	biosynthetic process	biological_process	GO:0009058
512986	9967	transferase activity, transferring nitrogenous groups	molecular_function	GO:0016769
512986	13063	pyridoxal phosphate binding	molecular_function	GO:0030170
512986	22441	cofactor binding	molecular_function	GO:0048037
512986	5830	metabolic process	biological_process	GO:0008152
512986	2290	catalytic activity	molecular_function	GO:0003824
512986	3708	binding	molecular_function	GO:0005488
512990	3708	binding	molecular_function	GO:0005488
513027	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
513027	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
513027	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
513027	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
513027	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
513059	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
513059	4143	carbohydrate metabolic process	biological_process	GO:0005975
513074	2175	nucleic acid binding	molecular_function	GO:0003676
513074	3736	ATP binding	molecular_function	GO:0005524
513074	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
513074	2450	ATP-dependent DNA helicase activity	molecular_function	GO:0004003
513074	3838	nucleus	cellular_component	GO:0005634
513074	10013	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	molecular_function	GO:0016818
513074	4301	nucleobase, nucleoside, nucleotide and nucleic acid metabolic process	biological_process	GO:0006139
513074	2176	DNA binding	molecular_function	GO:0003677
513074	2290	catalytic activity	molecular_function	GO:0003824
513074	3708	binding	molecular_function	GO:0005488
513074	5830	metabolic process	biological_process	GO:0008152
513074	611	diacylglycerol pyrophosphate phosphatase activity	molecular_function	GO:0000810
513074	3147	thiamin-pyrophosphatase activity	molecular_function	GO:0004787
513074	6073	8-oxo-7,8-dihydroguanine triphosphatase activity	molecular_function	GO:0008413
513074	6379	UDP-2,3-diacylglucosamine hydrolase activity	molecular_function	GO:0008758
513074	6416	bis(5'-nucleosyl)-tetraphosphatase activity	molecular_function	GO:0008796
513074	6447	dATP pyrophosphohydrolase activity	molecular_function	GO:0008828
513074	9684	pyrophosphatase activity	molecular_function	GO:0016462
513074	11455	dihydroneopterin monophosphate phosphatase activity	molecular_function	GO:0019176
513074	11456	dihydroneopterin triphosphate pyrophosphohydrolase activity	molecular_function	GO:0019177
513074	18631	ATP-dependent 5'-3' DNA helicase activity	molecular_function	GO:0043141
513101	3736	ATP binding	molecular_function	GO:0005524
513101	4927	transport	biological_process	GO:0006810
513101	8976	ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism	molecular_function	GO:0015662
513101	9320	membrane	cellular_component	GO:0016020
513101	2290	catalytic activity	molecular_function	GO:0003824
513101	5830	metabolic process	biological_process	GO:0008152
513101	281	magnesium ion binding	molecular_function	GO:0000287
513101	2456	phospholipid-translocating ATPase activity	molecular_function	GO:0004012
513101	9220	phospholipid transport	biological_process	GO:0015914
513101	9321	integral to membrane	cellular_component	GO:0016021
513155	2196	transcription factor activity	molecular_function	GO:0003700
513155	3838	nucleus	cellular_component	GO:0005634
513155	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
513155	19030	sequence-specific DNA binding	molecular_function	GO:0043565
513157	3046	transmembrane receptor protein serine/threonine kinase activity	molecular_function	GO:0004675
513157	3047	3-phosphoinositide-dependent protein kinase activity	molecular_function	GO:0004676
513157	3048	DNA-dependent protein kinase activity	molecular_function	GO:0004677
513157	3049	AMP-activated protein kinase activity	molecular_function	GO:0004679
513157	3050	casein kinase activity	molecular_function	GO:0004680
513157	3051	casein kinase I activity	molecular_function	GO:0004681
513157	3057	cyclic nucleotide-dependent protein kinase activity	molecular_function	GO:0004690
513157	3061	eukaryotic translation initiation factor 2alpha kinase activity	molecular_function	GO:0004694
513157	3062	galactosyltransferase-associated kinase activity	molecular_function	GO:0004695
513157	3063	glycogen synthase kinase 3 activity	molecular_function	GO:0004696
513157	3065	calcium-dependent protein kinase C activity	molecular_function	GO:0004698
513157	3067	atypical protein kinase C activity	molecular_function	GO:0004700
513157	3068	receptor signaling protein serine/threonine kinase activity	molecular_function	GO:0004702
513157	3070	NF-kappaB-inducing kinase activity	molecular_function	GO:0004704
513157	3071	JUN kinase activity	molecular_function	GO:0004705
513157	3072	JUN kinase kinase kinase activity	molecular_function	GO:0004706
513157	3074	MAP kinase kinase activity	molecular_function	GO:0004708
513157	3076	MAP/ERK kinase kinase activity	molecular_function	GO:0004710
513157	3077	ribosomal protein S6 kinase activity	molecular_function	GO:0004711
513157	3084	Janus kinase activity	molecular_function	GO:0004718
513157	6004	MAP kinase 1 activity	molecular_function	GO:0008338
513157	6005	MP kinase activity	molecular_function	GO:0008339
513157	6015	MAP kinase kinase kinase kinase activity	molecular_function	GO:0008349
513157	6196	JUN kinase kinase activity	molecular_function	GO:0008545
513157	10102	MAP kinase 2 activity	molecular_function	GO:0016908
513157	10103	SAP kinase activity	molecular_function	GO:0016909
513157	11472	transmembrane receptor protein kinase activity	molecular_function	GO:0019199
513157	12154	cyclin-dependent protein kinase activating kinase activity	molecular_function	GO:0019912
513157	17037	GTP-dependent protein kinase activity	molecular_function	GO:0034211
513173	3724	calcium ion binding	molecular_function	GO:0005509
513173	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
513173	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
513173	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
513173	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
513173	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
513176	3043	protein kinase activity	molecular_function	GO:0004672
513176	3736	ATP binding	molecular_function	GO:0005524
513176	4602	protein amino acid phosphorylation	biological_process	GO:0006468
513176	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
513176	3052	protein kinase CK2 activity	molecular_function	GO:0004682
513178	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
513178	4143	carbohydrate metabolic process	biological_process	GO:0005975
513182	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
513182	4143	carbohydrate metabolic process	biological_process	GO:0005975
513195	2246	actin binding	molecular_function	GO:0003779
513195	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
513195	3736	ATP binding	molecular_function	GO:0005524
513195	4602	protein amino acid phosphorylation	biological_process	GO:0006468
513197	9985	hydrolase activity	molecular_function	GO:0016787
513197	2814	hydroxyacylglutathione hydrolase activity	molecular_function	GO:0004416
513211	2175	nucleic acid binding	molecular_function	GO:0003676
513242	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
513242	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
513242	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
513242	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
513242	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
513246	6214	dynein ATPase activity	molecular_function	GO:0008567
513285	3228	signal transducer activity	molecular_function	GO:0004871
513294	2372	DNA topoisomerase (ATP-hydrolyzing) activity	molecular_function	GO:0003918
513307	9985	hydrolase activity	molecular_function	GO:0016787
513307	18285	3'-tRNA processing endoribonuclease activity	molecular_function	GO:0042781
513315	3724	calcium ion binding	molecular_function	GO:0005509
